,TCGA.A1.A0SK.01A,TCGA.A1.A0SM.01A,TCGA.A2.A04P.01A,TCGA.A2.A04Q.01A,TCGA.A2.A04R.01A,TCGA.A2.A0CM.01A,TCGA.A2.A0D0.01A,TCGA.A2.A0D2.01A,TCGA.A2.A0D4.01A,TCGA.A2.A0ER.01A,TCGA.A2.A0EY.01A,TCGA.A2.A0ST.01A,TCGA.A2.A0SV.01A,TCGA.A2.A0SX.01A,TCGA.A2.A0T2.01A,TCGA.A2.A0T3.01A,TCGA.A2.A0T4.01A,TCGA.A2.A0YG.01A,TCGA.A2.A0YH.01A,TCGA.A2.A0YM.01A,TCGA.A7.A0CE.01A,TCGA.A7.A0CJ.01A,TCGA.A7.A0DA.01A,TCGA.A8.A06N.01A,TCGA.A8.A06O.01A,TCGA.A8.A06Z.01A,TCGA.A8.A07O.01A,TCGA.A8.A07U.01A,TCGA.A8.A07W.01A,TCGA.A8.A082.01A,TCGA.A8.A085.01A,TCGA.A8.A08G.01A,TCGA.A8.A08H.01A,TCGA.A8.A08I.01A,TCGA.A8.A08R.01A,TCGA.A8.A096.01A,TCGA.A8.A097.01A,TCGA.A8.A09C.01A,TCGA.A8.A09D.01A,TCGA.A8.A09I.01A,TCGA.A8.A09M.01A,TCGA.A8.A09N.01A,TCGA.A8.A09Q.01A,TCGA.A8.A09R.01A,TCGA.A8.A0A9.01A,TCGA.AN.A03Y.01A,TCGA.AN.A041.01A,TCGA.AN.A049.01A,TCGA.AN.A04D.01A,TCGA.AN.A0AJ.01A,TCGA.AN.A0AL.01A,TCGA.AN.A0AM.01A,TCGA.AN.A0FF.01A,TCGA.AN.A0FJ.01A,TCGA.AN.A0FK.01A,TCGA.AN.A0FX.01A,TCGA.AN.A0FY.01A,TCGA.AN.A0XR.01A,TCGA.AN.A0XW.01A,TCGA.AO.A03O.01A,TCGA.AO.A0J3.01A,TCGA.AO.A0J4.01A,TCGA.AO.A0J6.01A,TCGA.AO.A0J7.01A,TCGA.AO.A0JD.01A,TCGA.AO.A0JI.01A,TCGA.AO.A0JL.01A,TCGA.AO.A124.01A,TCGA.AO.A129.01A,TCGA.AO.A12B.01A,TCGA.AO.A12F.01A,TCGA.AQ.A04H.01B,TCGA.AQ.A04J.01A,TCGA.AR.A0TS.01A,TCGA.AR.A0TT.01A,TCGA.AR.A0TY.01A,TCGA.AR.A0TZ.01A,TCGA.AR.A0U1.01A,TCGA.AR.A0U2.01A,TCGA.AR.A0U3.01A,TCGA.AR.A1AH.01A,TCGA.AR.A1AI.01A,TCGA.AR.A1AJ.01A,TCGA.AR.A1AQ.01A,TCGA.AR.A1AR.01A,TCGA.AR.A1AV.01A,TCGA.AR.A1AY.01A,TCGA.B6.A0I2.01A,TCGA.B6.A0IC.01A,TCGA.B6.A0IJ.01A,TCGA.B6.A0IQ.01A,TCGA.B6.A0RT.01A,TCGA.B6.A0RU.01A,TCGA.B6.A0WV.01A,TCGA.B6.A0WW.01A,TCGA.B6.A0WX.01A,TCGA.B6.A0X5.01A,TCGA.BH.A0AU.01A,TCGA.BH.A0AY.01A,TCGA.BH.A0B3.01A,TCGA.BH.A0B5.01A,TCGA.BH.A0B9.01A,TCGA.BH.A0BD.01A,TCGA.BH.A0BF.01A,TCGA.BH.A0BW.01A,TCGA.BH.A0BZ.01A,TCGA.BH.A0C0.01A,TCGA.BH.A0DL.01A,TCGA.BH.A0E0.01A,TCGA.BH.A0H0.01A,TCGA.BH.A0HU.01A,TCGA.BH.A0HW.01A,TCGA.BH.A0RX.01A,TCGA.BH.A0W3.01A,TCGA.BH.A0WA.01A,TCGA.BH.A18F.01A,TCGA.BH.A18J.01A,TCGA.BH.A18K.01A,TCGA.BH.A18L.01A,TCGA.BH.A18Q.01A,TCGA.BH.A18U.01A,TCGA.BH.A18V.01A,TCGA.BH.A1EW.01A,TCGA.BH.A1F0.01A,TCGA.C8.A12K.01A,TCGA.C8.A12W.01A,TCGA.C8.A12X.01A,TCGA.C8.A131.01A,TCGA.C8.A134.01A,TCGA.C8.A1HL.01A,TCGA.C8.A1HM.01A,TCGA.D8.A142.01A,TCGA.D8.A147.01A,TCGA.E2.A10A.01A,TCGA.E2.A10C.01A,TCGA.E2.A14N.01A,TCGA.E2.A14O.01A,TCGA.E2.A14R.01A,TCGA.E2.A14S.01A,TCGA.E2.A14X.01A,TCGA.E2.A14Y.01A,TCGA.E2.A150.01A,TCGA.E2.A158.01A,TCGA.E2.A159.01A,TCGA.E2.A15M.01A
PDCL3,1.217333,0.036833,0.015333,0.236667,0.124833,0.5379999999999999,1.507833,-0.4325,0.735667,-0.080167,0.269,-0.3165,0.172333,0.297333,-0.694167,-0.417667,0.198333,0.424667,-0.017,-0.150667,-0.3275,0.3735,0.8735,-0.543333,-0.0715,0.449667,0.059167,0.127,0.186167,-0.503167,0.368,0.25466700000000003,-0.08516699999999999,-0.372833,0.349167,0.033167,-0.063667,-0.404667,-0.3375,0.333167,0.707833,-0.372333,0.028,0.16399999999999998,-0.679667,-0.6355,0.371167,0.1475,0.342167,-0.055833,0.077667,-0.026667000000000003,-0.084,-0.024,-0.354333,-0.413833,-0.335667,-0.407833,0.0285,0.244167,0.3205,0.141333,0.161333,-0.436833,0.462167,1.366,-0.445667,1.542167,0.2355,0.1785,0.16783299999999998,0.514333,0.075,-0.065167,0.448333,1.1875,0.846,0.154167,0.14316700000000002,-0.239167,-0.021,-0.279167,0.433,0.448833,-0.469,-0.171167,0.033832999999999995,-0.125333,-0.138,0.0085,-0.033333,-0.085667,-0.5795,-0.008667,0.14166700000000002,-0.1035,-0.310333,0.192833,0.374167,-0.07133300000000001,0.317,-0.201667,0.385667,0.0055,0.434167,0.753,0.2355,-0.270167,-0.7135,0.204167,-0.154167,-0.738167,-0.054833000000000014,-0.443333,-0.16483299999999998,0.414833,0.5585,0.183167,0.101667,0.331833,0.474667,-0.091333,0.4225,0.004333,0.303667,0.016833,-0.6035,0.537667,0.568167,0.0035,0.397833,1.708333,0.4335,-0.0805,-0.138667,0.413667,-0.452833,0.666667,0.365333,0.276,-0.001167,1.228333,-0.294667,0.687,-0.220667
DECR1,-1.774125,-1.172875,-1.1935,0.9025,0.148125,0.311625,-1.710125,0.048125,0.74525,-0.385375,1.62075,-0.47325,0.4925,-0.463625,0.050375,0.110625,-0.271125,0.791375,0.406875,-0.5165,0.782375,0.35025,-0.176125,0.32075,1.374,1.2805,0.531125,0.119125,0.191875,-0.12775,-0.686375,-0.618625,1.0795,0.339875,0.5660000000000001,-0.0915,-1.064875,0.071125,0.130125,0.17025,-0.066,-0.324625,1.776875,-1.31125,-1.60425,0.04975,0.59125,0.2585,0.769125,2.17025,0.4970000000000001,-0.449,-0.4865,0.017125,0.33775,0.2725,-1.654625,-0.782375,-0.547625,1.129375,0.08075,0.12625,0.05175,-0.6305,-0.26725,0.522625,0.49825,-0.062625,-0.57625,-0.319625,-0.57825,-0.5905,-0.232125,0.18525,-0.128,-0.46925,-0.8015,-0.331375,-2.72925,0.132,0.20875,-0.176625,0.709625,0.26325,0.4705,0.928,1.984125,-0.267125,0.395,-0.60875,-0.9055,-0.301875,0.037125,-0.672625,0.804875,0.219,0.788375,0.4715,0.888125,-0.374375,0.009625,-1.439375,0.420875,0.295125,0.093625,-0.21775,0.99275,-0.077375,0.526625,0.47475,-0.04325,-0.596375,0.6625,0.48375,0.029375,0.8545,-1.16425,0.32325,0.805375,-0.060875,-0.26125,-0.272875,0.44125,0.3375,0.118625,-0.5615,0.093125,0.0625,0.4655,-1.24,1.259125,1.18925,0.26275,0.139125,0.833875,-0.401375,-0.777,-0.2725,0.343125,1.779375,1.20775,0.461875,0.224375,0.44025,0.04025
SALL1,0.5770000000000001,0.085,-1.294,-0.5303329999999999,0.157833,-0.226,-1.308667,-0.040833,0.2616,-1.4345,-0.213167,-0.225,0.294333,-0.9265,0.682,0.496667,1.232167,-0.153167,0.643333,-0.493667,-1.6993330000000002,-0.446,1.436667,-1.493,-1.3476,0.014,0.008167,0.530167,-0.029667,0.996333,0.259833,0.813,0.210333,-0.544333,-0.059,0.874333,1.280833,-0.210833,0.5115,0.0,-0.309,0.2415,0.0365,0.742,0.08166699999999999,-0.2415,1.7573330000000005,0.378833,-1.34,-0.806667,0.8745,0.652167,-0.241333,-1.061,-0.0335,0.355333,0.3585,0.411833,1.084167,2.813167,-0.674167,-0.14,-0.897,0.047833,-0.6386,0.988,-0.38825,-0.212333,-0.138167,-0.811167,-1.196833,-1.5275,-0.456167,-1.7885,0.512833,-1.7386669999999995,-0.401833,3.402667,0.6125,-0.394667,0.2895,-1.807667,-0.556333,-0.6665,-0.244833,-0.858333,-0.200833,-0.8818,-0.5365,-1.175167,-0.31766700000000003,-0.1815,-0.245833,0.358833,0.921833,1.009333,0.922333,1.0085,0.04,0.111833,-0.07483300000000001,-0.881667,-0.127167,0.5311670000000001,-0.5479999999999999,0.596333,-1.6576669999999998,-1.0759999999999998,-1.0815,-2.0958,0.362333,-2.1755,0.556333,0.5253329999999999,-1.235,0.2285,1.232833,-1.956333,-1.964,-1.294,-0.640833,-1.216333,0.591,-1.083,-0.8590000000000001,0.499,-2.67,0.13933299999999998,-1.2125,0.0855,-1.7261669999999998,0.935,-1.131333,0.9455,-0.7505,-1.267,-0.8825,-2.265333,0.195167,-1.29,-1.203,-0.048667,-2.490667,0.060167,-0.071667
CADM4,0.773167,0.3955,0.982167,0.560833,0.465333,-1.719167,-0.961167,0.333333,-1.214833,0.4285,0.201167,-0.853167,-0.681833,-1.205,0.632,0.302333,-0.504167,0.574167,-0.596167,0.262,0.657333,0.39,0.036833,-0.853167,-0.236833,1.324167,-1.63,-1.495833,0.275167,0.2615,0.218167,-0.434667,-0.921167,-0.192667,-0.086,-0.665333,-0.501333,0.1575,-0.457,-0.755833,-0.511,0.026333,-1.905667,0.262167,0.444167,-0.401333,-0.6185,-0.229667,1.4845,-0.154333,0.934833,-0.299333,-0.017333,0.570333,0.783833,0.430833,0.115833,0.7595,0.1325,-0.573167,0.389167,0.126667,-0.316333,0.14716700000000002,-0.309333,-0.8388329999999999,0.311167,0.028167,-0.5535,0.837333,1.0590000000000002,-0.544667,0.528167,-0.479167,-0.439667,-0.985333,0.08800000000000001,-0.24,-1.268667,0.0315,1.361667,0.8325,-0.94,0.5331670000000001,-0.330167,-0.671167,0.258,0.099667,0.31966700000000003,-1.115333,0.298167,-0.43,0.220333,-0.061167,-0.0935,0.146333,0.337667,0.055,-0.503167,0.475167,-0.0735,-0.17800000000000002,0.095167,-0.723,-0.878667,-0.436333,0.052333000000000005,-0.392,0.6829999999999999,0.08933300000000001,-0.255333,-0.4525,-0.074667,1.289167,0.945333,0.07400000000000001,1.519,0.279667,-1.668333,1.4469999999999998,-0.890833,0.223333,-0.163,-0.280333,-0.120333,-1.309833,0.575333,1.08,0.518333,-0.465333,0.107667,0.498,1.155,0.5529999999999999,0.880667,-0.703333,-0.019333000000000003,0.194833,0.023833,0.2785,1.1175,0.023667,1.747167,0.103167,0.060667
RPS18,0.013714,-0.8715709999999999,0.342214,-0.017357,0.575643,-0.315071,-0.400643,0.079,-0.931571,0.036643,-0.312143,0.5265,-0.690714,-0.095286,0.134429,-0.762143,-0.656714,-0.368071,-0.7486430000000001,1.1025,-0.252143,-0.435071,-0.7397859999999999,-0.3795,-0.484286,-0.7964289999999999,0.751714,-0.230929,-1.056571,-0.351786,0.456786,-1.825286,0.4970000000000001,-0.440286,-0.523357,0.116929,-0.5538569999999999,0.950643,0.033071,-0.114357,-0.232357,-0.712286,0.754571,-1.166643,-0.548929,-0.06414299999999999,0.029071,-0.182929,-0.768,0.426357,-1.098714,0.0715,-0.375071,-0.851643,0.291643,0.382143,-0.004214,0.030786,-0.268786,-0.484429,0.077429,0.437929,-0.05692899999999999,0.010714,0.127929,0.3625,0.634429,0.7928569999999999,0.531,0.8540709999999999,0.574429,-0.397357,-0.043143,0.8452860000000001,-0.322071,1.001286,-0.695786,-0.192786,-0.600071,-0.8118569999999999,0.692571,0.303643,-0.101357,-0.453143,0.7998569999999999,0.15571400000000002,-0.939286,1.289143,-0.316714,0.322357,0.8332139999999999,-0.12,0.394214,-0.906929,-0.573286,0.398857,-0.928286,-1.209786,-0.579286,-0.486357,-0.909571,1.178214,-0.041429,-0.254214,-0.8371430000000001,-0.366929,-0.527571,-0.276071,0.845643,0.023714,0.6193569999999999,0.05735700000000001,0.335143,0.001357,-0.013571,0.329571,-0.504,0.034357,-0.7005,0.2005,0.0825,0.14035699999999998,-0.14235699999999998,0.204357,0.4311430000000001,-0.018143,-0.118429,-0.013357,-0.262214,-0.194786,-0.122714,-0.293,0.35600000000000004,-0.630071,0.034571,-0.179714,-0.229714,0.629571,0.028143,0.4246430000000001,0.565286,0.160571,1.567214,-0.392429,0.036714
HNRPD,1.585917,0.06025,-0.6135,0.14291700000000002,-0.42225,0.246167,0.956333,0.37375,0.129583,0.141167,-0.045167,0.115167,-0.549917,0.607583,-1.409417,1.065583,0.376333,-0.439833,0.309417,0.384417,0.80175,-1.37625,-0.24575,0.298333,0.264167,-0.64575,0.040917,0.090583,0.14800000000000002,-0.011583,0.022,0.166,-0.06475,-0.497667,-0.6944170000000001,0.149917,0.27,-0.554083,-0.272,0.434583,0.18625,0.156833,-0.236417,-0.068,0.09875,0.501583,-0.262,-0.380083,0.647,0.27275,0.169167,-0.390167,-0.024417,0.37575,-0.411917,0.363,0.376083,-0.24625,-0.52075,0.097667,-0.013083,0.582583,-0.04675,-0.212,0.009083,0.55475,-0.342667,0.615333,-0.480167,0.08633300000000001,-0.503333,0.611417,-0.02925,-0.1205,0.244833,0.1155,0.976833,-0.946667,0.747667,-1.13475,-0.220417,-0.03125,0.548167,0.071917,0.542333,0.244917,0.06966699999999999,-0.407833,0.308333,0.09725,0.251583,0.240417,0.10975,-0.049417,-0.098583,-0.518167,-0.030833,0.1905,0.1145,-0.136417,0.699167,0.365,0.229417,-0.06158300000000001,1.1415,0.246917,0.0375,-0.99475,-0.957,0.140917,0.342417,0.300667,-0.3545,-0.318333,0.017166999999999998,-0.0095,-0.62925,0.742333,0.732333,0.218417,0.648917,0.335583,0.163667,-0.082833,0.215417,-0.109917,0.020333,-0.147333,1.075583,-0.360917,-0.341167,0.194667,0.46625,0.373583,0.0,0.121917,-0.36775,0.341167,0.399083,0.476333,-0.330833,-0.230833,0.229583,-0.605917,-0.23825
CFHR5,0.6782,-0.234333,0.4128,-0.282667,-0.183667,-0.3695,-0.353167,-0.285667,0.3935,-0.2792,0.236833,0.4112,-0.2685,0.267833,0.616833,-1.250833,-0.2006,0.16633299999999998,-0.0041670000000000006,0.2796,0.3658,-0.265667,-0.475,0.042,0.08633300000000001,0.071,-0.117833,-0.7226670000000001,-0.17125,-0.365833,-0.0405,0.14,0.065333,-0.413,-0.25466700000000003,0.272333,-0.968833,-0.205833,-1.2986,0.102167,0.2685,-0.5425,0.74025,0.19,0.058,0.273,0.126667,0.0205,-0.2762,0.14800000000000002,0.3674,-0.093833,2.5375,0.2024,1.059833,-0.9846,-0.4165,-0.328667,-0.1534,0.461,0.306333,0.039333,0.3298,1.372833,-0.178833,0.742667,0.0395,-0.242667,-0.142333,-0.204167,-0.461833,-0.059833,-0.17,-0.5145,0.078833,-0.030833,-0.6185,0.3565,0.0365,1.008833,0.29925,-0.2958,-0.2495,-0.432833,-0.6794,1.361,0.7974,0.78875,0.122,0.8064,-0.1615,0.2575,0.644667,-0.1778,0.113333,-0.22,0.009167,-0.236,1.2506,0.52575,-1.29275,0.132,0.1125,-1.0815,0.0734,0.711333,0.5722,-0.1505,0.937,-0.6815,0.365,0.3555,0.0912,0.1015,-0.25516700000000003,-0.262833,-0.035333,-0.119,0.4925,-0.580833,0.5313329999999999,0.28975,1.007833,0.1435,-0.131333,-0.263333,0.164667,0.136,0.4256,-0.9188,0.003333,-0.552,0.25416700000000003,0.329833,-0.130833,0.675,1.058,0.43,-0.490667,-0.517167,-0.463,-0.2185,0.3324,-0.538333,-0.5345
SLC10A7,-0.520375,0.37125,0.526875,0.104232,-0.04625,0.056875,-0.8049109999999999,-0.1965,0.015125,-1.147375,0.579,-0.214054,0.3005,-0.235875,-0.349375,0.873,0.377875,0.08825,-0.0615,-0.18075,0.19425,-0.06525,-0.6215,0.28575,-0.056125,0.485875,-0.00925,-0.3015,-0.088125,-0.196,0.492125,-0.269375,-0.627911,-0.259625,-0.2815,0.485875,0.040375,-0.535625,-0.462625,0.077625,-0.09425,0.80675,1.053,-0.50525,0.278875,0.67525,-0.086375,0.48175,0.26025,0.4065,-0.50825,-0.0565,0.430125,0.4845,0.2265,-0.128625,0.001875,-0.07975,0.724375,-0.019125,0.551625,-0.24775,0.903875,-0.59825,0.2235,0.419,0.486375,0.24425,-0.422625,0.003625,-0.427125,0.10475,-0.102625,-0.412625,-0.256375,-0.086875,0.31425,-0.8485,0.484625,0.19025,0.10825,-0.06275,-0.130125,-0.14800000000000002,0.466,0.3215,-0.053911,-0.696196,-0.675768,-0.509125,-0.17825,-0.162375,-0.315625,0.14525,0.132,-0.353,0.443375,0.903875,0.496625,-0.5425,-0.098125,-0.17,0.22425,0.08825,0.718,0.038,-0.539875,0.13075,-1.0165,-0.1115,-0.079,-0.036375,-0.3545,-0.17925,-0.1545,0.40875,-0.33125,-0.052000000000000005,0.919625,-0.272125,0.17075,1.43675,0.5575,-0.22875,-0.298625,0.301625,-0.063125,0.19625,-0.195125,-0.451875,-0.1275,-0.41975,-0.3795,0.255875,-0.392125,-0.997768,0.295625,-0.251625,0.530125,0.27375,-0.020875,-0.415,0.233375,-0.504125,0.075875
OR2K2,-0.18425,0.48475,0.01025,-0.99125,0.24975,-0.08175,0.28775,0.19725,0.67075,0.31475,0.87775,0.68075,0.44825,0.61675,0.04225,0.78825,-0.17275,0.22025,0.64725,0.02175,0.13925,-0.24575,-0.39025,0.73275,-0.44925,-0.11075,0.28225,0.11275,0.28275,0.20875,-0.17675,0.23425,-0.27725,0.10575,-0.42775,1.17175,0.31875,0.28825,0.11275,0.07575,-0.67625,-0.53775,0.10175,-2.47275,0.13375,-0.54625,-0.47225,0.56125,0.69575,0.25325,0.62575,-0.26425,-0.58925,0.02125,1.03575,0.50775,0.01275,-0.10525,-0.44975,-0.35375,-2.62725,-0.44375,0.17575,0.54525,-0.27825,0.17275,0.68625,0.14025,0.16975,-0.17425,-0.41925,-0.42075,0.21575,0.73225,0.05025,0.42525,0.62975,-0.19975,0.03275,-1.49025,-1.86375,-1.34125,0.23075,-0.22475,-0.42475,1.68575,-0.50825,1.10175,0.21375,0.57275,-0.42075,0.26325,0.27425,1.76325,-0.32225,0.19175,-0.06625,1.70725,0.32925,-0.17225,-0.26225,0.32325,0.65675,0.48975,-0.47775,0.19475,0.07675,-0.26575,0.33275,0.29475,1.55575,0.70775,-0.04575,1.06725,-0.35775,-0.45325,-0.58175,-0.42625,-2.02525,-0.02875,0.13125,-0.35025,-0.01775,0.01625,0.33275,-0.64975,-0.05125,0.06575,-0.30775,-0.57125,-0.27275,-0.10725,-0.77325,-0.68275,0.25525,1.62675,0.39775,-0.81325,0.66275,-0.03725,0.31775,-0.06925,0.73125,0.02475,-0.94525
LMAN1,-0.391375,1.128,-0.956875,0.087875,-0.03125,0.2045,-0.83,1.181875,-0.54125,0.68875,0.641357,0.75425,-0.3025,0.624125,0.6655,0.115875,-0.2275,0.37,0.37325,0.6285,0.218625,0.698125,-0.792375,-0.124375,-0.31725,0.11375,0.37875,0.6709999999999999,-0.00125,-0.5695,-0.520375,-0.162125,0.162625,1.092625,0.616375,0.73675,0.33475,0.424875,-0.421375,0.792375,-0.130375,-0.342875,0.60425,1.244875,0.7170000000000001,0.7335,-0.29325,0.732625,-0.304,-0.273875,0.222125,0.440375,-0.164625,-0.19625,0.572125,0.348,-0.201875,-0.102,-0.015625,-0.07675,-1.3305,0.465,0.109125,-0.908125,1.162625,0.7809999999999999,-0.18175,0.943375,0.211375,1.451875,0.699375,-0.419375,-0.5855,0.1725,0.66875,2.205625,0.13275,-0.401875,1.038625,0.856375,0.845625,1.023,0.644125,1.597625,0.89825,1.1095,1.217125,0.299875,-0.21925,0.293125,-0.397125,0.63925,0.742,0.000125,-0.84625,-0.22625,0.755125,-0.09925,-0.24575,0.49125,-0.580125,-0.452625,-0.08900000000000001,0.030625,0.770875,-0.419,0.265875,-0.066125,0.482125,-0.329125,-1.054,0.00025,0.51275,-1.034625,-0.008,-0.032375,0.65425,2.21275,0.687,-0.154625,0.418875,1.088125,-0.165,0.239375,1.12625,0.301125,0.057375,-0.0295,-0.576875,-0.609375,0.469875,0.252875,0.204375,0.085625,-0.89,-0.611125,-0.78275,0.199875,-0.381125,1.205625,0.005625,0.667125,0.155875,-0.141125,0.06375
SUHW1,0.706,0.34275,1.00625,-0.213,-0.5710000000000001,-0.77375,0.9055,0.2615,0.22475,-0.46575,0.096583,0.6585,0.1085,0.058,0.18175,0.6609999999999999,0.28675,0.93675,0.39925,0.41825,0.9735,0.513,2.2145,-0.6975,-0.38225,-0.11175,1.20275,1.01775,-0.42175,-0.55275,-0.049,-0.09975,-0.0835,0.1075,-0.66075,-0.03675,0.10975,1.35325,0.8690000000000001,-1.01,-0.223,-0.37025,-0.2285,-0.25175,-0.20375,-1.25475,2.04075,-0.35175,-0.415,-0.11225,0.031,0.3175,-0.4915,3.24175,0.14400000000000002,0.18875,-0.34325,0.11025,-0.3445,0.27375,-0.31175,1.2265,1.3755,-0.18625,-0.498,0.75275,0.52325,1.76425,0.14375,-0.36775,-0.202,-0.585,1.79025,0.61225,1.25025,1.66525,-0.2495,1.7685,1.04575,-0.19775,1.499,1.784,1.45175,-0.00625,0.98,-0.6655,0.32975,0.34975,0.03175,-0.69275,1.236,0.27375,0.5935,-0.34775,-0.05175,1.2625,0.5115,0.21425,0.268,1.1605,0.83075,1.01425,-0.7035,-0.272,1.9425,0.412583,-0.35975,-0.081,-0.33025,-0.65175,0.602,0.01175,0.9545,-0.8085,2.16975,0.23475,0.43375,2.591,0.02975,0.8155,0.00275,0.498,0.78075,0.741,1.85,-0.52625,0.4005,0.23825,1.25125,-0.52625,0.1925,-0.15725,2.3125,0.4725,-0.08925,2.36825,0.55925,0.271,0.09525,-0.23075,0.3765,0.61075,2.2085,-0.09475,0.68375
CHD8,0.0046,0.2166,0.525,0.1238,0.1628,-0.1514,-0.3733,0.2612,0.7942,-0.0277,0.6855,-0.2066,-0.6431,-0.1126,-0.3199,1.3230000000000002,0.051,-0.2869,0.3977,-0.5566,-0.2891,0.6426,0.748,0.474,-0.5074,-0.1948,-0.8440000000000001,-0.4187,-0.8921,-0.1744,-0.0157,0.2345,-0.8055,0.2631,-0.2564,-0.2186,0.3434,0.9741,0.0434,-0.0057,0.113,-0.6681,-0.2345,-0.0063,0.0,0.1927,0.1853,0.1903,0.7017,0.31,-0.2556,0.1402,0.2386,-0.614,-0.2666,-0.8852,-0.062,0.101,0.0785,0.3924,0.6974,-0.6191,-0.8708,0.4516,0.0115,-0.2971,0.9075,-0.7318,0.1346,-0.8541,0.0626,-0.5157,0.2112,-0.6543,0.0167,-0.391,0.2082,0.6764,0.1809,-0.1087,-0.2076,-0.3146,-0.4475,-0.2795,-0.4229,0.4435,-0.7831,-0.4882,-0.0482,-0.6563,0.0383,-0.3072,-0.2479,0.3499,0.5961,0.0516,-0.2685,0.0166,0.0381,-0.107,-0.1133,-0.9007,-0.2558,0.0129,-0.6519,-0.282,0.1976,0.3225,0.0428,-0.0196,0.5018,0.0373,-0.3243,0.3058,-0.4153,-0.4651,0.6429,-0.472,-0.2016,-0.5670000000000001,-0.8597,-1.2499,-0.2029,-0.3068,-0.2371,0.6483,-0.3842,0.6133,-0.8453,0.7545,0.225,-0.3546,-0.3306,0.0645,0.7362,0.3012,0.6181,0.7058,-0.1075,-0.2337,-0.2054,-0.6411,-1.3795,0.0008,-0.041
SUMO1,0.0913,-0.5237,-0.8052,0.3873,0.2426,0.1355,0.3645,0.2558,0.2209,-0.0368,-0.0379,-0.1486,-0.1816,-0.1857,-0.3695,-0.2028,0.0708,0.0041,-0.8411,0.5081,-0.6466,0.2004,-0.7165,0.2348,-0.0916,-0.2224,0.314,-0.8333,0.1201,-0.2901,0.0883,-0.6752,0.3221,-0.1825,0.0974,-0.1418,-0.142,-0.5334,-0.3064,-0.0694,0.2296,-0.2101,-0.4203,0.0317,-0.1074,-0.7103,-0.3528,0.1838,0.3306,-0.6125,0.9855,0.0109,-0.0089,0.3412,-0.1148,1.0011,0.2553,0.0585,-0.2988,0.098,0.4146,0.358,-0.6834,0.1782,-0.104,-0.2178,0.3349,-0.1778,0.2801,0.0538,1.1339,0.0358,0.3293,0.2665,-0.2957,-0.1982,0.1015,0.3125,-0.4474,-0.9007,0.6677,0.211,0.3797,-0.0002,0.409,-0.2821,-0.1461,-0.1204,0.5144,0.5211,0.2898,-0.6289,-0.1744,-0.0818,0.1008,0.0244,-0.4138,-0.1231,-0.3022,-0.1409,0.4758,0.3685,0.1297,-0.4692,0.4815,-0.0956,-0.2381,0.2117,-0.1349,0.2311,0.4648,0.2326,-0.4143,0.2052,-0.1901,0.3225,0.0525,0.0398,0.2317,-0.2486,0.2676,0.5952,-0.0415,0.317,0.3741,-0.2733,-0.9145,0.9416,0.7386,0.1534,0.1427,-0.2346,0.6226,0.0814,0.1038,1.0445,0.37,-0.5141,0.0333,-0.7104,0.0886,0.4563,0.5506,-0.621,-0.0435
GP1BA,-0.6052,-0.4131,1.7915,1.7191,-0.1608,0.3044,-0.4787,0.4621,-0.244,0.046,0.6231,2.9354,-0.5227,0.6796,-0.4483,-0.0446,0.5974,-0.4544,-0.3766,0.003,-0.5764,-0.3407,-0.6415,-0.2281,0.1642,-0.4064,-0.2251,1.1956,-0.0149,-0.3254,-1.0575,-0.8378,0.3678,3.5008,0.2359,0.5929,0.0673,-0.7493,-0.3149,-0.6221,-0.2745,-0.476,1.2196,-0.2817,-0.605,-0.4214,-0.0832,0.1797,-0.4198,1.6824,1.825,-0.4538,-0.1211,1.2788,-0.1009,0.1492,-0.5175,-0.7409,0.7029,0.7432,0.3801,1.7919999999999998,-0.5729,-0.4476,0.4877,0.692033,1.0421,-0.4732,1.3986,-0.0245,-0.1227,-0.3146,2.0285,3.6984,2.1582,-0.6004,-0.5898,0.4748,0.2832,-0.3837,-0.3183,1.5079,1.2642,1.5584,1.4061,2.942,-0.6097,0.6974,-0.1469,1.6541,0.5,2.2524,-0.3523,-0.7502,-0.5437,1.5204,-0.115,0.6513,0.0797,-0.1655,0.3999,1.3869,0.607,0.8878,0.6779,0.9865,1.7374,0.9187,1.3098,-0.2231,-1.261,-0.2606,0.716,-0.1386,-0.3501,1.6498,-0.5921,-0.4487,-0.4574,0.1042,-0.2521,-0.2565,0.9074,2.1932,0.4826,-0.1833,-0.418,-0.0748,1.7362,0.3238,1.6498,-0.085,0.1117,-0.3918,0.1899,0.89,0.4065,1.2559,-0.338,1.5551,-0.5397,0.9368,0.0278,1.4917,0.6012
